NDB_No,Water_(g),Energ_Kcal,Protein_(g),Lipid_Tot_(g),Ash_(g),Carbohydrt_(g),Fiber_TD_(g),Sugar_Tot_(g),Calcium_(mg),Iron_(mg),Magnesium_(mg),Phosphorus_(mg),Potassium_(mg),Sodium_(mg),Zinc_(mg),Copper_mg),Manganese_(mg),Selenium_(µg),Vit_C_(mg),Thiamin_(mg),Riboflavin_(mg),Niacin_(mg),Panto_Acid_mg),Vit_B6_(mg),Folate_Tot_(µg),Folic_Acid_(µg),Food_Folate_(µg),Folate_DFE_(µg),Choline_Tot_ (mg),Vit_B12_(µg),Vit_A_IU,Vit_A_RAE,Retinol_(µg),Alpha_Carot_(µg),Beta_Carot_(µg),Beta_Crypt_(µg),Lycopene_(µg),Lut+Zea_ (µg),Vit_E_(mg),Vit_D_µg,Vit_D_IU,Vit_K_(µg),FA_Sat_(g),FA_Mono_(g),FA_Poly_(g),Cholestrl_(mg),GmWt_1,GmWt_Desc1,GmWt_2,GmWt_Desc2,Cleaned_Desc
20080,10.74,340,13.21,2.5,1.58,71.97,10.7,0.41,34.0,3.6,137.0,357.0,363.0,2.0,2.6,0.41,4.067,61.8,0.0,0.502,0.165,4.957,0.603,0.407,44.0,0.0,44.0,44.0,31.2,0.0,9.0,0.0,0.0,0.0,5.0,0.0,0.0,220.0,0.71,0.0,0.0,1.9,0.43,0.283,1.167,0.0,120.0,1 cup,,,wheat flour whole-grain
20082,10.59,354,9.89,0.97,4.33,74.22,2.7,0.22,338.0,4.67,19.0,595.0,124.0,1193.0,0.62,0.112,1.0,34.4,0.0,0.674,0.414,5.832,0.438,0.05,196.0,158.0,38.0,307.0,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.05,0.0,0.0,0.3,0.154,0.086,0.41,0.0,125.0,1 cup,,,wheat flour white all-purpose self-rising enr
20083,13.36,361,11.98,1.66,0.47,72.53,2.4,0.31,15.0,4.41,25.0,97.0,100.0,2.0,0.85,0.182,0.792,39.7,0.0,0.812,0.512,7.554,0.438,0.037,183.0,150.0,33.0,288.0,10.4,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,79.0,0.4,0.0,0.0,0.3,0.244,0.14,0.727,0.0,137.0,1 cup,,,wheat flour white bread enr
20084,12.51,362,8.2,0.86,0.39,78.03,1.7,0.31,14.0,7.32,16.0,85.0,105.0,2.0,0.62,0.139,0.634,4.9,0.0,0.892,0.43,6.79,0.458,0.033,186.0,138.0,47.0,282.0,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.02,0.0,0.0,0.3,0.127,0.073,0.379,0.0,137.0,"1 cup,  unsifted, dipped",,,wheat flour white cake enr
20086,10.08,405,9.66,10.63,2.49,67.14,,,205.0,7.05,21.0,210.0,100.0,677.0,0.64,0.1,0.614,,0.0,0.735,0.493,5.82,0.394,0.04,136.0,112.0,24.0,215.0,11.1,0.0,0.0,,0.0,,,,,,1.64,0.0,0.0,1.1,4.1,4.541,1.522,0.0,111.0,1 cup,,,wheat flour white tortilla mix enr
20088,7.76,357,14.73,1.08,1.53,74.9,6.2,2.5,21.0,1.96,177.0,433.0,427.0,7.0,5.96,0.524,1.329,2.8,0.0,0.115,0.262,6.733,1.074,0.391,95.0,0.0,95.0,95.0,35.0,0.0,19.0,1.0,0.0,0.0,11.0,0.0,0.0,220.0,0.82,0.0,0.0,1.9,0.156,0.159,0.676,0.0,160.0,1 cup,,,wild rice
20089,73.93,101,3.99,0.34,0.4,21.34,1.8,0.73,3.0,0.6,32.0,82.0,101.0,3.0,1.34,0.121,0.282,0.8,0.0,0.052,0.087,1.287,0.154,0.135,26.0,0.0,26.0,26.0,10.2,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,64.0,0.24,0.0,0.0,0.5,0.049,0.05,0.213,0.0,164.0,1 cup,,,wild rice cooked
20090,11.97,363,7.23,2.78,1.54,76.48,4.6,0.66,11.0,1.98,112.0,337.0,289.0,8.0,2.45,0.23,4.013,,0.0,0.443,0.08,6.34,1.591,0.736,16.0,0.0,16.0,16.0,,0.0,0.0,,0.0,,,,,,0.6,0.0,0.0,,0.557,1.008,0.996,0.0,158.0,1 cup,,,rice flour brown
20131,8.21,361,10.28,1.84,1.37,78.3,7.1,0.8,37.0,4.71,97.0,303.0,224.0,11.0,2.06,0.27,1.193,37.7,0.6,0.309,0.308,5.636,0.577,0.655,38.0,0.0,38.0,38.0,,0.0,19.0,1.0,0.0,0.0,11.0,0.0,0.0,160.0,0.57,0.0,0.0,2.2,0.386,0.254,0.953,0.0,162.0,1 cup,,,barley malt flour
20132,8.55,404,14.66,9.12,1.97,65.7,6.5,0.8,55.0,4.0,144.0,452.0,371.0,19.0,3.2,0.437,4.019,34.0,0.0,0.692,0.125,1.474,0.201,0.125,32.0,0.0,32.0,32.0,29.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.7,0.0,0.0,3.2,1.607,2.866,3.329,0.0,104.0,1 cup,,,oat flour part debranned
20330,82.53,72,1.48,0.88,0.86,14.26,2.5,,10.0,0.62,16.0,35.0,9.0,345.0,1.05,0.03,0.07,3.0,0.0,0.003,0.006,0.033,0.154,0.005,1.0,0.0,1.0,1.0,,0.0,110.0,,0.0,,,,,,,0.0,0.0,,0.123,0.231,0.399,0.0,160.0,1 cup,,,hominy canned yellow
20409,9.01,384,14.16,4.44,1.12,71.27,3.3,1.88,35.0,1.9,58.0,241.0,244.0,21.0,1.92,0.297,0.855,78.8,0.0,0.17,0.09,2.1,0.912,0.216,29.0,0.0,29.0,29.0,78.7,0.29,62.0,17.0,17.0,0.0,2.0,1.0,0.0,110.0,0.37,0.3,11.0,0.5,1.18,1.252,1.331,84.0,38.0,1 cup,,,noodles egg dry
20420,9.9,371,13.04,1.51,0.88,74.67,3.2,2.67,21.0,1.3,53.0,189.0,223.0,6.0,1.41,0.289,0.917,63.2,0.0,0.09,0.06,1.7,0.431,0.142,18.0,0.0,18.0,18.0,,0.0,0.0,0.0,0.0,,,,,,0.11,0.0,0.0,0.1,0.277,0.171,0.564,0.0,91.0,"1 cup, spaghetti",57.0,2 oz,pasta dry
20444,11.62,365,7.13,0.66,0.64,79.95,1.3,0.12,28.0,0.8,25.0,115.0,115.0,5.0,1.09,0.22,1.088,15.1,0.0,0.07,0.049,1.6,1.014,0.164,8.0,0.0,8.0,8.0,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.1,0.18,0.206,0.177,0.0,185.0,1 cup,,,rice white long-grain reg
20452,13.29,358,6.5,0.52,0.54,79.15,,,3.0,0.8,23.0,95.0,76.0,1.0,1.1,0.21,1.037,,0.0,0.07,0.048,1.6,1.287,0.171,6.0,0.0,6.0,6.0,,0.0,,,,,,,,,,0.0,0.0,,0.14,0.161,0.138,0.0,200.0,1 cup,,,rice white short-grain
20481,11.92,364,10.33,0.98,0.47,76.31,2.7,0.27,15.0,1.17,22.0,108.0,107.0,2.0,0.7,0.144,0.682,33.9,0.0,0.12,0.04,1.25,0.438,0.044,26.0,0.0,26.0,26.0,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.06,0.0,0.0,0.3,0.155,0.087,0.413,0.0,125.0,1 cup,,,wheat flour white all-purpose
20581,11.92,364,10.33,0.98,0.47,76.31,2.7,0.27,15.0,4.64,22.0,108.0,107.0,2.0,0.7,0.144,0.682,33.9,0.0,0.785,0.494,5.904,0.438,0.044,183.0,154.0,29.0,291.0,,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,79.0,0.23,0.0,0.0,0.3,0.155,0.087,0.413,0.0,125.0,1 cup,,,wheat flour white all-purpose enr unbleached
20630,12.01,366,9.71,1.48,0.58,76.22,2.4,0.49,20.0,5.06,25.0,107.0,149.0,2.0,1.02,0.188,0.818,14.6,0.0,0.736,0.445,5.953,0.248,0.037,170.0,140.0,31.0,268.0,10.4,,0.0,0.0,,0.0,0.0,0.0,0.0,18.0,0.38,0.0,0.0,0.3,0.302,0.193,0.845,,,,,,wheat flour white 10% prot unbleached enr
21005,44.48,312,11.13,20.77,2.56,21.05,0.2,0.95,51.0,1.9,13.0,312.0,149.0,672.0,0.9,0.244,0.138,22.6,0.0,0.282,0.263,2.467,0.939,0.068,42.0,34.0,9.0,66.0,97.9,0.75,203.0,43.0,39.0,0.0,42.0,2.0,0.0,87.0,0.95,0.5,22.0,4.4,6.449,9.985,2.967,161.0,162.0,1 item,,,breakfast items biscuit with egg&sausage
22899,80.91,77,2.48,1.45,1.52,13.64,1.3,3.72,33.0,0.74,15.0,50.0,232.0,306.0,0.36,0.142,0.176,3.5,0.0,0.074,0.08,1.06,0.272,0.102,20.0,9.0,11.0,26.0,9.5,0.03,207.0,10.0,0.0,0.0,124.0,0.0,8625.0,16.0,0.85,0.0,0.0,2.3,0.723,0.418,0.182,3.0,242.0,1 cup,,,ravioli cheese-filled cnd
22971,70.99,157,1.96,9.4,1.47,16.18,1.3,4.95,15.0,0.5,15.0,53.0,242.0,329.0,0.33,0.041,0.112,2.4,0.8,0.032,0.017,0.8,0.443,0.115,13.0,0.0,13.0,13.0,18.2,0.07,163.0,19.0,13.0,5.0,67.0,3.0,0.0,43.0,0.68,0.1,4.0,14.3,1.437,2.0,4.983,17.0,125.0,.5 cup,,,potato salad w/ egg
22973,50.32,250,8.57,12.02,2.13,26.96,1.0,7.54,72.0,1.9,17.0,224.0,125.0,668.0,0.85,0.072,0.171,27.6,0.5,0.141,0.155,2.786,0.406,0.117,60.0,53.0,7.0,97.0,26.9,0.48,166.0,48.0,47.0,0.0,3.0,4.0,0.0,132.0,0.6,0.4,15.0,5.8,3.466,4.732,3.354,44.0,78.0,1 corndog,17.0,"1 corndog, mini",corn dogs frozen prep
22978,54.83,240,14.62,13.58,2.11,14.86,1.7,0.57,39.0,0.84,29.0,200.0,281.0,527.0,0.61,0.085,0.31,19.3,0.5,0.132,0.064,5.917,0.647,0.338,28.0,7.0,20.0,33.0,46.2,0.18,40.0,7.0,5.0,0.0,9.0,7.0,0.0,44.0,2.22,0.1,3.0,17.7,2.437,4.081,6.235,36.0,21.0,1 piece,,,chicken tenders breaded frozen prep
23185,63.52,221,19.71,15.73,0.84,0.2,0.0,0.0,9.0,1.86,20.0,138.0,264.0,59.0,4.75,0.068,,19.2,0.0,0.091,0.232,4.861,,0.475,3.0,0.0,3.0,3.0,,1.78,9.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,,0.1,5.0,1.5,5.92,6.752,0.622,67.0,85.0,3 oz,1562.0,1 ribs,"beef rib back ribs bone-in ln 0"" fat sel"
23441,71.79,140,21.19,6.1,1.05,0.0,0.0,0.0,4.0,2.21,24.0,204.0,362.0,39.0,2.34,0.104,0.012,4.3,0.0,0.054,0.119,4.054,0.575,0.267,,,,,,1.78,31.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.6,0.1,4.0,,2.446,1.762,0.251,58.0,113.0,4 oz,,,beef nz imp tenderloin ln
23584,73.31,127,22.27,3.54,1.19,0.0,0.0,0.0,22.0,1.61,23.0,211.0,357.0,56.0,4.0,0.077,0.011,30.8,0.0,0.075,0.12,6.469,0.654,0.628,13.0,0.0,13.0,13.0,93.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,2.0,1.1,1.307,1.422,0.167,59.0,28.35,1 oz,453.6,1 lb,"beef top sirloin steak ln 1/8"" fat sel"
23657,72.84,137,21.43,5.0,0.99,0.0,0.0,0.0,21.0,1.54,22.0,202.0,341.0,53.0,3.83,0.073,0.011,29.5,0.0,0.072,0.115,6.227,0.63,0.605,13.0,0.0,13.0,13.0,89.5,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,,,1.2,2.074,1.967,0.195,60.0,85.0,3 oz,173.0,1 steak,"beef flank steak ln 0"" fat sel"
25071,0.11,416,10.0,5.0,2.24,82.64,0.0,0.0,0.0,0.0,156.0,362.0,243.0,233.0,2.2,0.301,4.071,25.5,0.0,0.436,0.101,5.537,1.624,0.554,22.0,0.0,22.0,22.0,33.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26,0.0,0.0,2.1,0.0,3.021,1.641,0.0,,,,,rice crackers
27027,88.0,31,0.0,0.0,2.62,9.38,,6.25,0.0,0.0,,,,469.0,,,,,3.8,,,,,,,,,,,,313.0,,,,,,,,,,,,0.0,,,0.0,32.0,1 serving,32.0,2 tbsp,pace pico de gallo
27048,71.0,95,1.25,0.23,5.08,22.04,1.5,9.82,19.0,1.37,17.0,33.0,312.0,1647.0,0.34,0.189,0.174,0.8,6.8,0.034,0.054,0.913,,0.105,8.0,0.0,8.0,8.0,11.5,0.0,295.0,15.0,0.0,0.0,177.0,0.0,12564.0,0.0,1.16,0.0,0.0,2.2,0.0,0.0,0.0,0.0,34.0,2 Tbsp,,,sauce steak tomato bsd
27049,67.0,211,1.0,16.7,1.96,13.3,0.5,4.25,26.0,0.25,6.0,17.0,68.0,667.0,0.12,0.023,0.107,0.9,2.3,0.016,0.029,0.093,0.073,0.044,5.0,0.0,5.0,5.0,8.0,0.02,165.0,11.0,3.0,15.0,67.0,35.0,0.0,55.0,1.68,0.0,2.0,50.4,3.333,3.605,9.044,7.0,30.0,2 tablespoons,,,sauce tartar rts
27064,31.7,292,2.23,10.9,9.04,46.13,6.1,13.2,41.0,0.5,21.0,26.0,182.0,3390.0,0.61,0.055,0.137,2.2,0.0,0.05,0.07,0.16,0.0,0.05,10.0,0.0,10.0,10.0,2.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.44,0.0,0.0,3.1,2.031,4.41,3.627,0.0,20.0,1 tablespoon,6.5,1 teaspoon,wasabi
27066,35.83,503,1.09,50.89,2.14,10.05,1.0,8.98,12.0,0.23,6.0,19.0,44.0,730.0,0.17,0.018,0.045,2.2,0.2,0.05,0.045,0.115,0.0,0.037,1.0,0.0,1.0,1.0,38.4,0.09,66.0,17.0,17.0,2.0,4.0,2.0,0.0,51.0,4.19,0.2,10.0,90.9,8.233,13.087,29.169,50.0,5.6,1 tsp,,,sauce horseradish
28069,2.0,441,6.1,13.9,,73.1,2.0,10.1,,,,254.0,122.0,938.0,,,,,,0.64,0.34,3.85,,,132.0,,,,,,,,,,,,,,,,,,2.4,3.3,8.1,0.0,16.0,5 crackers,,,keebler club red fat crackers
28162,3.0,367,7.5,0.4,,84.4,1.2,9.3,,13.3,40.0,87.0,169.0,638.0,1.0,,,,,2.02,2.6,4.8,,0.6,60.0,,,,,0.0,212.0,64.0,,,,,,,0.0,0.0,0.0,,0.1,0.1,0.2,0.0,33.0,6 tbsp,,,kellogg's corn flakes crumbs
28232,0.4,527,3.9,25.7,,70.0,1.0,41.0,,1.8,8.0,46.0,42.0,92.0,,,,,,0.3,0.2,2.2,,,58.0,,,,,,,,,,,,,,,,,,8.6,6.5,10.1,0.0,28.0,5 cookies,,,murray vanilla sugar wafer
28269,2.0,470,6.5,18.4,,71.2,3.0,31.3,,2.5,9.0,46.0,100.0,640.0,0.3,,,,,0.37,0.23,2.6,,0.02,65.0,,,,,,,,,,,,,,,,,,5.9,4.3,6.9,0.0,27.0,2 cookies,,,mother's old fashioned oatmeal cookies
28295,30.15,310,9.76,9.76,4.45,45.89,9.8,2.44,244.0,2.63,85.0,346.0,262.0,512.0,1.92,0.266,,37.0,0.0,0.823,0.289,4.858,,0.312,138.0,0.0,138.0,138.0,20.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,130.0,0.9,0.0,0.0,4.5,4.878,3.062,0.992,0.0,41.0,"1 tortilla,  1 serving",,,tortillas rtb or -fry whole wheat
28320,39.48,245,7.02,1.75,1.59,50.17,3.5,1.75,140.0,2.53,33.0,127.0,130.0,386.0,0.97,0.164,,17.3,0.0,0.263,0.179,2.105,,0.056,70.0,49.0,21.0,105.0,6.5,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,67.0,0.25,0.0,0.0,2.3,0.0,0.0,0.0,0.0,57.0,"1 muffin,  1 serving",,,english muffins whole grain white
28327,11.0,384,7.14,7.14,1.9,72.81,7.1,0.0,0.0,0.0,20.0,100.0,99.0,571.0,0.65,0.133,,31.3,0.0,0.111,0.037,1.154,,0.041,24.0,0.0,24.0,24.0,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.29,0.0,0.0,1.8,0.0,4.043,2.457,0.0,14.0,"4 cracker,  1 serving",,,crackers h2o biscuits
28384,35.3,269,0.01,3.53,1.86,50.3,1.6,4.7,51.0,2.84,,,,491.0,,,,,1.0,0.3,0.35,3.84,,,,,,,,,99.0,,,,,,,,,,,,0.88,0.72,1.7,1.0,43.0,1 serving,,,pepperidge farm farmhouse sourdough bread
28387,33.2,280,0.01,4.08,1.92,49.9,3.1,7.21,151.0,2.21,,,,379.0,,,,,1.0,0.32,0.3,3.64,,,,,,,,,99.0,,,,,,,,,,,,1.0,0.87,2.02,1.0,53.0,1 serving,,,pepperidge farm hamburger buns with sesame
28394,33.3,278,0.01,3.71,1.98,50.0,1.8,7.71,153.0,2.27,,,,381.0,,,,,1.0,0.31,0.31,3.27,,,,,,,,,99.0,,,,,,,,,,,,0.96,0.71,1.84,1.0,51.0,1 serving,,,pepperidge farm hamburger bun
31001,93.9,21,0.82,0.0,1.16,4.12,0.8,2.88,8.0,0.15,,,177.0,280.0,,,,,29.6,,,,,,,,,,,,206.0,,,,,,,,0.0,,,,0.0,0.0,0.0,0.0,243.0,8 fl oz,243.0,1 serving,campbell's tomato juice
31012,93.9,21,0.82,0.0,1.16,4.12,0.8,3.29,8.0,0.15,,,337.0,58.0,,,,,29.6,,,,,,,,,,,,823.0,41.0,,,,,,,0.0,,,,0.0,,,0.0,243.0,8 fl oz,243.0,1 serving,v8 vegetable juice lo na v8
31021,77.82,84,1.75,0.08,1.19,19.16,1.8,0.91,6.0,0.48,19.0,70.0,425.0,42.0,0.38,0.062,0.14,2.9,4.9,0.027,0.022,1.777,0.555,0.257,,,,,14.5,0.0,,,,,,,,,0.07,0.0,0.0,0.4,,,,0.0,159.0,"1 cup, unprepared",,,potatoes hash brown refr unprep
32016,8.07,388,11.48,6.56,3.15,70.75,1.6,8.2,328.0,2.36,49.0,328.0,348.0,902.0,1.23,0.193,,47.5,0.0,1.04,0.626,3.882,,0.142,204.0,187.0,17.0,334.0,36.0,0.77,336.0,99.0,98.0,0.0,5.0,0.0,0.0,15.0,0.13,0.0,0.0,0.2,2.814,1.625,1.987,8.0,61.0,"1 serving,  1 pouch",,,macaroni or noodles w/ chs microwaveable unprep
32020,41.63,334,18.66,22.45,3.03,14.23,0.1,0.0,75.0,1.26,31.0,190.0,279.0,813.0,1.39,0.119,0.288,25.7,,0.15,0.29,4.263,1.15,0.14,20.0,,,,,0.54,125.0,37.0,37.0,,,,,,1.19,,,,5.207,10.123,4.813,87.0,133.0,"1 thigh, with bone and breading",,,chicken thighs frozen breaded rehtd
35049,74.79,103,22.3,1.5,1.41,0.0,0.0,0.0,5.0,3.28,23.0,165.0,317.0,65.0,2.8,0.067,0.008,,4.0,0.07,0.24,5.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.22,0.15,1.2,54.0,,,,,moose meat
35131,5.7,398,10.4,5.44,1.54,76.93,8.7,1.81,5.0,2.91,133.0,354.0,393.0,7.0,2.91,0.218,0.758,11.8,0.0,0.285,0.107,2.02,0.353,0.593,58.0,,58.0,,,,,,,,,,,,0.73,,,0.0,0.886,1.679,2.465,,,,,,cornmeal blue
35135,8.09,386,9.72,5.18,1.81,75.2,16.6,6.47,14.0,2.29,123.0,312.0,532.0,4.0,3.15,0.231,0.926,,0.0,0.08,0.067,3.31,0.3,0.289,100.0,,100.0,,,,,,,,,,,,0.0,,,0.8,0.83,1.483,1.862,,,,,,corn white stmd
35137,10.15,384,9.85,5.88,1.22,72.9,9.4,1.56,6.0,2.99,107.0,225.0,322.0,4.0,3.1,0.242,0.641,6.0,0.0,0.3,0.093,2.47,0.595,0.59,34.0,0.0,34.0,34.0,,,,,,,,,,,0.37,,,0.2,1.043,2.143,2.352,,,,,,cornmeal yellow
35147,68.1,153,6.28,6.12,1.37,18.12,3.1,0.99,29.0,1.22,22.0,99.0,131.0,427.0,1.48,0.063,0.174,6.0,1.7,0.05,0.08,1.59,0.205,0.143,15.0,,15.0,,,0.54,0.0,0.0,0.0,,,,,,0.0,,,,2.396,2.739,0.688,17.0,186.0,1 piece,,,tamales
35192,81.83,68,0.52,0.15,1.27,16.23,6.6,2.58,417.0,1.8,55.0,7.0,127.0,14.0,0.15,0.138,0.094,0.4,4.0,0.029,0.039,0.162,0.041,0.055,7.0,0.0,7.0,7.0,,0.0,37.0,2.0,0.0,0.0,22.0,0.0,0.0,,0.23,0.0,0.0,5.3,,,,0.0,,,,,agave
35233,5.92,628,14.89,52.99,3.22,22.98,9.8,,441.0,3.12,235.0,411.0,738.0,2.0,2.06,1.2,7.6,,,0.48,0.16,3.19,,0.55,,,,,,,,,,,,,,,,,,,,,,,0.4,1 nut,28.35,1 oz,hazelnuts beaked
42040,32.4,268,0.0,0.0,0.69,66.91,0.0,46.55,6.0,0.05,4.0,4.0,28.0,27.0,0.13,0.026,,0.6,0.0,0.0,0.01,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1 tbsp,6.7,1 tsp,syrups grenadine
42063,96.9,11,0.0,0.0,1.0,2.1,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,"1 fl oz,  assumed specific gravity of honey",,,pectin liquid
42135,59.7,224,3.0,13.1,0.6,23.6,0.0,23.6,71.0,0.1,7.0,74.0,101.0,72.0,0.1,0.01,,2.4,0.0,0.02,0.09,0.1,,0.02,3.0,0.0,3.0,3.0,0.0,0.2,74.0,4.0,0.0,0.0,45.0,0.0,0.0,0.0,0.5,0.0,0.0,3.2,11.273,0.838,0.269,2.0,75.0,1 cup,,,whipped topping frozen lofat
42140,70.0,200,0.3,20.0,3.0,6.7,0.2,1.94,6.0,0.13,2.0,7.0,33.0,1074.0,0.04,0.005,0.02,1.6,0.4,0.01,0.01,0.02,0.0,0.03,3.0,0.0,3.0,3.0,3.3,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,12.5,2.88,4.66,11.58,0.0,14.0,1 tbsp,216.0,1 cup,salad dressing italian dressing red cal
42291,1.1,590,24.0,49.9,3.17,21.83,6.6,9.29,41.0,1.9,159.0,317.0,747.0,203.0,2.78,0.515,,7.5,0.0,0.12,0.11,13.69,,0.45,92.0,0.0,92.0,92.0,63.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.05,0.0,0.0,0.6,7.716,23.582,14.363,0.0,16.0,1 tbsp,,,peanut butter red na
43016,39.9,390,0.9,33.4,2.0,23.8,0.1,20.11,14.0,0.2,2.0,26.0,9.0,710.0,0.18,0.011,0.108,1.6,0.0,0.01,0.02,0.0,0.131,0.02,14.0,0.0,14.0,14.0,15.3,0.21,63.0,17.0,16.0,2.0,4.0,1.0,0.0,48.0,3.08,0.1,3.0,63.7,4.9,9.0,18.0,26.0,16.0,1 tbsp,250.0,1 cup,salad dressing coleslaw
43021,73.2,110,0.3,4.4,3.5,18.6,0.1,16.32,24.0,0.18,2.0,19.0,29.0,1148.0,0.11,0.01,0.045,1.6,0.0,0.01,0.01,0.04,0.003,0.0,2.0,0.0,2.0,2.0,17.4,0.03,5.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.71,0.0,0.0,1.0,0.703,1.124,2.368,2.0,15.0,1 tbsp,240.0,1 cup,salad dressing caesar lo cal
43114,11.9,331,0.1,0.1,5.58,82.32,3.9,17.44,55.0,1.81,2.0,20.0,3.0,4.0,4.24,1.916,,27.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,177.0,0.0,37.0,2.0,0.0,0.0,22.0,0.0,0.0,0.0,0.51,0.0,0.0,3.8,0.014,0.013,0.041,0.0,140.0,1 cup,,,vermicelli made from soy
43132,58.0,197,21.0,9.0,4.0,8.0,4.6,1.25,25.0,2.16,18.0,344.0,180.0,550.0,1.8,0.706,,0.8,0.0,0.938,0.213,2.5,0.5,0.2,78.0,0.0,78.0,78.0,88.4,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.73,0.0,0.0,0.0,1.425,2.188,4.666,0.0,144.0,1 cup,,,meatballs meatless
43212,8.0,476,32.0,25.9,5.5,28.6,10.2,0.0,101.0,0.72,95.0,217.0,145.0,1770.0,1.87,0.539,,7.4,1.9,0.6,0.07,1.6,,0.08,127.0,0.0,127.0,127.0,134.8,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,0.0,0.0,0.0,4.055,6.225,13.548,0.0,7.0,1 tbsp,,,bacon bits meatless
43274,66.72,201,7.85,15.28,2.03,8.13,0.0,5.82,148.0,0.17,8.0,152.0,247.0,359.0,0.57,0.032,0.011,4.0,0.0,0.04,0.185,0.125,0.845,0.045,19.0,0.0,19.0,19.0,12.1,0.92,552.0,161.0,160.0,0.0,11.0,0.0,0.0,0.0,0.27,0.3,11.0,1.1,9.098,3.996,0.658,54.0,15.0,1 tbsp,240.0,1 cup,cheese cream low fat
43312,90.2,37,1.4,0.2,0.89,7.31,3.1,2.41,21.0,0.65,15.0,37.0,138.0,26.0,0.51,0.104,,0.3,3.8,0.03,0.04,0.48,,0.08,18.0,0.0,18.0,18.0,18.6,0.0,11651.0,583.0,0.0,2636.0,5670.0,5.0,0.0,493.0,0.29,0.0,0.0,18.2,0.039,0.022,0.098,0.0,182.0,1 cup,,,vegetables mxd cnd no salt
43382,87.13,46,0.39,0.13,0.15,12.2,0.1,12.1,8.0,0.25,6.0,13.0,77.0,2.0,0.1,0.055,,0.1,9.3,0.009,0.018,0.091,,0.052,1.0,0.0,1.0,1.0,3.3,0.0,45.0,2.0,0.0,0.0,27.0,0.0,0.0,68.0,1.2,0.0,0.0,5.1,0.01,0.023,0.07,0.0,253.0,1 cup,31.6,1 fl oz,cranberry juice unswtnd
43392,69.5,115,2.7,0.2,1.99,25.61,1.5,17.16,18.0,1.69,10.0,140.0,1806.0,14.0,3.73,0.644,,0.7,8.0,0.05,0.18,0.9,,0.81,24.0,0.0,24.0,24.0,0.0,0.0,68.0,3.0,0.0,0.0,41.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.046,0.005,0.089,0.0,,,,,hearts of palm
43572,2.8,429,12.6,9.5,1.71,73.39,14.2,0.54,11.0,2.28,151.0,264.0,241.0,490.0,3.83,0.545,,8.6,0.0,0.35,0.11,2.07,,0.17,17.0,0.0,17.0,17.0,20.2,0.0,147.0,7.0,0.0,43.0,66.0,0.0,0.0,1087.0,5.01,0.0,0.0,15.7,1.415,4.085,3.572,0.0,28.35,1 oz,,,popcorn microwave lofat&na
